,ICSA,mort30_m,HPI_NSA,UNRATE,state,state_hpi_nsa,state_hpi_sa
2001-01-31,340000.0,7.0325,145.68,4.2,AK,140.39,141.07
2001-01-31,340000.0,7.0325,145.68,4.2,AL,144.23,144.02
2001-01-31,340000.0,7.0325,145.68,4.2,AR,142.64,142.91
2001-01-31,340000.0,7.0325,145.68,4.2,AZ,157.26,157.47
2001-01-31,340000.0,7.0325,145.68,4.2,CA,127.81,127.76
2001-01-31,340000.0,7.0325,145.68,4.2,CO,222.16,221.93
2001-01-31,340000.0,7.0325,145.68,4.2,CT,119.19,120.18
2001-01-31,340000.0,7.0325,145.68,4.2,DC,137.04,137.07
2001-01-31,340000.0,7.0325,145.68,4.2,DE,123.36,123.48
2001-01-31,340000.0,7.0325,145.68,4.2,FL,142.17,142.14
2001-01-31,340000.0,7.0325,145.68,4.2,GA,152.92,152.83
2001-01-31,340000.0,7.0325,145.68,4.2,HI,95.72,96.06
2001-01-31,340000.0,7.0325,145.68,4.2,IA,159.33,159.36
2001-01-31,340000.0,7.0325,145.68,4.2,ID,155.06,154.99
2001-01-31,340000.0,7.0325,145.68,4.2,IL,147.36,147.9
2001-01-31,340000.0,7.0325,145.68,4.2,IN,143.66,143.63
2001-01-31,340000.0,7.0325,145.68,4.2,KS,155.47,155.9
2001-01-31,340000.0,7.0325,145.68,4.2,KY,150.67,151.54
2001-01-31,340000.0,7.0325,145.68,4.2,LA,159.42,159.25
2001-01-31,340000.0,7.0325,145.68,4.2,MA,160.86,161.8
2001-01-31,340000.0,7.0325,145.68,4.2,MD,124.6,124.67
2001-01-31,340000.0,7.0325,145.68,4.2,ME,135.25,136.87
2001-01-31,340000.0,7.0325,145.68,4.2,MI,174.73,174.8
2001-01-31,340000.0,7.0325,145.68,4.2,MN,175.07,175.91
2001-01-31,340000.0,7.0325,145.68,4.2,MO,150.83,150.94
2001-01-31,340000.0,7.0325,145.68,4.2,MS,141.95,143.11
2001-01-31,340000.0,7.0325,145.68,4.2,MT,183.79,183.79
2001-01-31,340000.0,7.0325,145.68,4.2,NC,147.02,146.83
2001-01-31,340000.0,7.0325,145.68,4.2,ND,142.53,142.96
2001-01-31,340000.0,7.0325,145.68,4.2,NE,162.13,162.38
2001-01-31,340000.0,7.0325,145.68,4.2,NH,147.56,149.56
2001-01-31,340000.0,7.0325,145.68,4.2,NJ,135.07,136.48
2001-01-31,340000.0,7.0325,145.68,4.2,NM,148.45,148.66
2001-01-31,340000.0,7.0325,145.68,4.2,NV,131.0,130.77
2001-01-31,340000.0,7.0325,145.68,4.2,NY,130.26,130.86
2001-01-31,340000.0,7.0325,145.68,4.2,OH,149.13,149.25
2001-01-31,340000.0,7.0325,145.68,4.2,OK,144.63,144.64
2001-01-31,340000.0,7.0325,145.68,4.2,OR,185.59,185.79
2001-01-31,340000.0,7.0325,145.68,4.2,PA,122.62,123.03
2001-01-31,340000.0,7.0325,145.68,4.2,RI,121.37,122.77
2001-01-31,340000.0,7.0325,145.68,4.2,SC,146.27,146.26
2001-01-31,340000.0,7.0325,145.68,4.2,SD,162.22,162.71
2001-01-31,340000.0,7.0325,145.68,4.2,TN,147.6,147.54
2001-01-31,340000.0,7.0325,145.68,4.2,TX,143.85,143.84
2001-01-31,340000.0,7.0325,145.68,4.2,UT,194.84,194.47
2001-01-31,340000.0,7.0325,145.68,4.2,VA,134.02,134.11
2001-01-31,340000.0,7.0325,145.68,4.2,VT,126.89,128.56
2001-01-31,340000.0,7.0325,145.68,4.2,WA,156.68,155.93
2001-01-31,340000.0,7.0325,145.68,4.2,WI,168.28,168.68
2001-01-31,340000.0,7.0325,145.68,4.2,WV,140.46,140.53
2001-01-31,340000.0,7.0325,145.68,4.2,WY,168.51,168.35
2001-02-28,371250.0,7.05,146.58,4.2,AK,140.39,141.07
2001-02-28,371250.0,7.05,146.58,4.2,AL,144.23,144.02
2001-02-28,371250.0,7.05,146.58,4.2,AR,142.64,142.91
2001-02-28,371250.0,7.05,146.58,4.2,AZ,157.26,157.47
2001-02-28,371250.0,7.05,146.58,4.2,CA,127.81,127.76
2001-02-28,371250.0,7.05,146.58,4.2,CO,222.16,221.93
2001-02-28,371250.0,7.05,146.58,4.2,CT,119.19,120.18
2001-02-28,371250.0,7.05,146.58,4.2,DC,137.04,137.07
2001-02-28,371250.0,7.05,146.58,4.2,DE,123.36,123.48
2001-02-28,371250.0,7.05,146.58,4.2,FL,142.17,142.14
2001-02-28,371250.0,7.05,146.58,4.2,GA,152.92,152.83
2001-02-28,371250.0,7.05,146.58,4.2,HI,95.72,96.06
2001-02-28,371250.0,7.05,146.58,4.2,IA,159.33,159.36
2001-02-28,371250.0,7.05,146.58,4.2,ID,155.06,154.99
2001-02-28,371250.0,7.05,146.58,4.2,IL,147.36,147.9
2001-02-28,371250.0,7.05,146.58,4.2,IN,143.66,143.63
2001-02-28,371250.0,7.05,146.58,4.2,KS,155.47,155.9
2001-02-28,371250.0,7.05,146.58,4.2,KY,150.67,151.54
2001-02-28,371250.0,7.05,146.58,4.2,LA,159.42,159.25
2001-02-28,371250.0,7.05,146.58,4.2,MA,160.86,161.8
2001-02-28,371250.0,7.05,146.58,4.2,MD,124.6,124.67
2001-02-28,371250.0,7.05,146.58,4.2,ME,135.25,136.87
2001-02-28,371250.0,7.05,146.58,4.2,MI,174.73,174.8
2001-02-28,371250.0,7.05,146.58,4.2,MN,175.07,175.91
2001-02-28,371250.0,7.05,146.58,4.2,MO,150.83,150.94
2001-02-28,371250.0,7.05,146.58,4.2,MS,141.95,143.11
2001-02-28,371250.0,7.05,146.58,4.2,MT,183.79,183.79
2001-02-28,371250.0,7.05,146.58,4.2,NC,147.02,146.83
2001-02-28,371250.0,7.05,146.58,4.2,ND,142.53,142.96
2001-02-28,371250.0,7.05,146.58,4.2,NE,162.13,162.38
2001-02-28,371250.0,7.05,146.58,4.2,NH,147.56,149.56
2001-02-28,371250.0,7.05,146.58,4.2,NJ,135.07,136.48
2001-02-28,371250.0,7.05,146.58,4.2,NM,148.45,148.66
2001-02-28,371250.0,7.05,146.58,4.2,NV,131.0,130.77
2001-02-28,371250.0,7.05,146.58,4.2,NY,130.26,130.86
2001-02-28,371250.0,7.05,146.58,4.2,OH,149.13,149.25
2001-02-28,371250.0,7.05,146.58,4.2,OK,144.63,144.64
2001-02-28,371250.0,7.05,146.58,4.2,OR,185.59,185.79
2001-02-28,371250.0,7.05,146.58,4.2,PA,122.62,123.03
2001-02-28,371250.0,7.05,146.58,4.2,RI,121.37,122.77
2001-02-28,371250.0,7.05,146.58,4.2,SC,146.27,146.26
2001-02-28,371250.0,7.05,146.58,4.2,SD,162.22,162.71
2001-02-28,371250.0,7.05,146.58,4.2,TN,147.6,147.54
2001-02-28,371250.0,7.05,146.58,4.2,TX,143.85,143.84
2001-02-28,371250.0,7.05,146.58,4.2,UT,194.84,194.47
2001-02-28,371250.0,7.05,146.58,4.2,VA,134.02,134.11
2001-02-28,371250.0,7.05,146.58,4.2,VT,126.89,128.56
2001-02-28,371250.0,7.05,146.58,4.2,WA,156.68,155.93
2001-02-28,371250.0,7.05,146.58,4.2,WI,168.28,168.68
2001-02-28,371250.0,7.05,146.58,4.2,WV,140.46,140.53
2001-02-28,371250.0,7.05,146.58,4.2,WY,168.51,168.35
2001-03-31,387200.0,6.952,147.9,4.3,AK,140.39,141.07
2001-03-31,387200.0,6.952,147.9,4.3,AL,144.23,144.02
2001-03-31,387200.0,6.952,147.9,4.3,AR,142.64,142.91
2001-03-31,387200.0,6.952,147.9,4.3,AZ,157.26,157.47
2001-03-31,387200.0,6.952,147.9,4.3,CA,127.81,127.76
2001-03-31,387200.0,6.952,147.9,4.3,CO,222.16,221.93
2001-03-31,387200.0,6.952,147.9,4.3,CT,119.19,120.18
2001-03-31,387200.0,6.952,147.9,4.3,DC,137.04,137.07
2001-03-31,387200.0,6.952,147.9,4.3,DE,123.36,123.48
2001-03-31,387200.0,6.952,147.9,4.3,FL,142.17,142.14
2001-03-31,387200.0,6.952,147.9,4.3,GA,152.92,152.83
2001-03-31,387200.0,6.952,147.9,4.3,HI,95.72,96.06
2001-03-31,387200.0,6.952,147.9,4.3,IA,159.33,159.36
2001-03-31,387200.0,6.952,147.9,4.3,ID,155.06,154.99
2001-03-31,387200.0,6.952,147.9,4.3,IL,147.36,147.9
2001-03-31,387200.0,6.952,147.9,4.3,IN,143.66,143.63
2001-03-31,387200.0,6.952,147.9,4.3,KS,155.47,155.9
2001-03-31,387200.0,6.952,147.9,4.3,KY,150.67,151.54
2001-03-31,387200.0,6.952,147.9,4.3,LA,159.42,159.25
2001-03-31,387200.0,6.952,147.9,4.3,MA,160.86,161.8
2001-03-31,387200.0,6.952,147.9,4.3,MD,124.6,124.67
2001-03-31,387200.0,6.952,147.9,4.3,ME,135.25,136.87
2001-03-31,387200.0,6.952,147.9,4.3,MI,174.73,174.8
2001-03-31,387200.0,6.952,147.9,4.3,MN,175.07,175.91
2001-03-31,387200.0,6.952,147.9,4.3,MO,150.83,150.94
2001-03-31,387200.0,6.952,147.9,4.3,MS,141.95,143.11
2001-03-31,387200.0,6.952,147.9,4.3,MT,183.79,183.79
2001-03-31,387200.0,6.952,147.9,4.3,NC,147.02,146.83
2001-03-31,387200.0,6.952,147.9,4.3,ND,142.53,142.96
2001-03-31,387200.0,6.952,147.9,4.3,NE,162.13,162.38
2001-03-31,387200.0,6.952,147.9,4.3,NH,147.56,149.56
2001-03-31,387200.0,6.952,147.9,4.3,NJ,135.07,136.48
2001-03-31,387200.0,6.952,147.9,4.3,NM,148.45,148.66
2001-03-31,387200.0,6.952,147.9,4.3,NV,131.0,130.77
2001-03-31,387200.0,6.952,147.9,4.3,NY,130.26,130.86
2001-03-31,387200.0,6.952,147.9,4.3,OH,149.13,149.25
2001-03-31,387200.0,6.952,147.9,4.3,OK,144.63,144.64
2001-03-31,387200.0,6.952,147.9,4.3,OR,185.59,185.79
2001-03-31,387200.0,6.952,147.9,4.3,PA,122.62,123.03
2001-03-31,387200.0,6.952,147.9,4.3,RI,121.37,122.77
2001-03-31,387200.0,6.952,147.9,4.3,SC,146.27,146.26
2001-03-31,387200.0,6.952,147.9,4.3,SD,162.22,162.71
2001-03-31,387200.0,6.952,147.9,4.3,TN,147.6,147.54
2001-03-31,387200.0,6.952,147.9,4.3,TX,143.85,143.84
2001-03-31,387200.0,6.952,147.9,4.3,UT,194.84,194.47
2001-03-31,387200.0,6.952,147.9,4.3,VA,134.02,134.11
2001-03-31,387200.0,6.952,147.9,4.3,VT,126.89,128.56
2001-03-31,387200.0,6.952,147.9,4.3,WA,156.68,155.93
2001-03-31,387200.0,6.952,147.9,4.3,WI,168.28,168.68
2001-03-31,387200.0,6.952,147.9,4.3,WV,140.46,140.53
2001-03-31,387200.0,6.952,147.9,4.3,WY,168.51,168.35
2001-04-30,396750.0,7.0775,149.2,4.4,AK,145.06,143.6
2001-04-30,396750.0,7.0775,149.2,4.4,AL,145.93,145.06
2001-04-30,396750.0,7.0775,149.2,4.4,AR,143.67,143.28
2001-04-30,396750.0,7.0775,149.2,4.4,AZ,160.67,160.09
2001-04-30,396750.0,7.0775,149.2,4.4,CA,132.39,131.21
2001-04-30,396750.0,7.0775,149.2,4.4,CO,227.51,225.29
2001-04-30,396750.0,7.0775,149.2,4.4,CT,124.18,123.13
2001-04-30,396750.0,7.0775,149.2,4.4,DC,143.59,141.2
2001-04-30,396750.0,7.0775,149.2,4.4,DE,125.73,125.66
2001-04-30,396750.0,7.0775,149.2,4.4,FL,146.32,145.88
2001-04-30,396750.0,7.0775,149.2,4.4,GA,155.48,154.88
2001-04-30,396750.0,7.0775,149.2,4.4,HI,98.59,98.4
2001-04-30,396750.0,7.0775,149.2,4.4,IA,162.03,160.56
2001-04-30,396750.0,7.0775,149.2,4.4,ID,158.31,156.64
2001-04-30,396750.0,7.0775,149.2,4.4,IL,151.47,150.34
2001-04-30,396750.0,7.0775,149.2,4.4,IN,145.38,144.47
2001-04-30,396750.0,7.0775,149.2,4.4,KS,159.49,158.33
2001-04-30,396750.0,7.0775,149.2,4.4,KY,153.47,153.23
2001-04-30,396750.0,7.0775,149.2,4.4,LA,161.88,160.77
2001-04-30,396750.0,7.0775,149.2,4.4,MA,168.73,166.97
2001-04-30,396750.0,7.0775,149.2,4.4,MD,129.7,128.1
2001-04-30,396750.0,7.0775,149.2,4.4,ME,139.64,139.4
2001-04-30,396750.0,7.0775,149.2,4.4,MI,178.28,176.59
2001-04-30,396750.0,7.0775,149.2,4.4,MN,182.3,180.77
2001-04-30,396750.0,7.0775,149.2,4.4,MO,155.32,154.02
2001-04-30,396750.0,7.0775,149.2,4.4,MS,144.53,144.79
2001-04-30,396750.0,7.0775,149.2,4.4,MT,185.71,184.15
2001-04-30,396750.0,7.0775,149.2,4.4,NC,148.63,147.91
2001-04-30,396750.0,7.0775,149.2,4.4,ND,143.01,142.31
2001-04-30,396750.0,7.0775,149.2,4.4,NE,165.11,164.11
2001-04-30,396750.0,7.0775,149.2,4.4,NH,155.01,154.6
2001-04-30,396750.0,7.0775,149.2,4.4,NJ,139.66,139.51
2001-04-30,396750.0,7.0775,149.2,4.4,NM,150.55,149.51
2001-04-30,396750.0,7.0775,149.2,4.4,NV,134.26,133.36
2001-04-30,396750.0,7.0775,149.2,4.4,NY,134.96,134.19
2001-04-30,396750.0,7.0775,149.2,4.4,OH,152.27,150.59
2001-04-30,396750.0,7.0775,149.2,4.4,OK,148.0,146.45
2001-04-30,396750.0,7.0775,149.2,4.4,OR,189.21,187.94
2001-04-30,396750.0,7.0775,149.2,4.4,PA,126.23,125.09
2001-04-30,396750.0,7.0775,149.2,4.4,RI,127.8,127.39
2001-04-30,396750.0,7.0775,149.2,4.4,SC,148.29,147.6
2001-04-30,396750.0,7.0775,149.2,4.4,SD,165.6,164.53
2001-04-30,396750.0,7.0775,149.2,4.4,TN,149.01,148.23
2001-04-30,396750.0,7.0775,149.2,4.4,TX,146.64,145.47
2001-04-30,396750.0,7.0775,149.2,4.4,UT,196.73,195.1
2001-04-30,396750.0,7.0775,149.2,4.4,VA,138.23,136.89
2001-04-30,396750.0,7.0775,149.2,4.4,VT,134.02,133.65
2001-04-30,396750.0,7.0775,149.2,4.4,WA,159.37,157.61
2001-04-30,396750.0,7.0775,149.2,4.4,WI,172.2,170.86
2001-04-30,396750.0,7.0775,149.2,4.4,WV,139.07,137.41
2001-04-30,396750.0,7.0775,149.2,4.4,WY,172.79,170.73
2001-05-31,394500.0,7.145,150.41,4.3,AK,145.06,143.6
2001-05-31,394500.0,7.145,150.41,4.3,AL,145.93,145.06
2001-05-31,394500.0,7.145,150.41,4.3,AR,143.67,143.28
2001-05-31,394500.0,7.145,150.41,4.3,AZ,160.67,160.09
2001-05-31,394500.0,7.145,150.41,4.3,CA,132.39,131.21
2001-05-31,394500.0,7.145,150.41,4.3,CO,227.51,225.29
2001-05-31,394500.0,7.145,150.41,4.3,CT,124.18,123.13
2001-05-31,394500.0,7.145,150.41,4.3,DC,143.59,141.2
2001-05-31,394500.0,7.145,150.41,4.3,DE,125.73,125.66
2001-05-31,394500.0,7.145,150.41,4.3,FL,146.32,145.88
2001-05-31,394500.0,7.145,150.41,4.3,GA,155.48,154.88
2001-05-31,394500.0,7.145,150.41,4.3,HI,98.59,98.4
2001-05-31,394500.0,7.145,150.41,4.3,IA,162.03,160.56
2001-05-31,394500.0,7.145,150.41,4.3,ID,158.31,156.64
2001-05-31,394500.0,7.145,150.41,4.3,IL,151.47,150.34
2001-05-31,394500.0,7.145,150.41,4.3,IN,145.38,144.47
2001-05-31,394500.0,7.145,150.41,4.3,KS,159.49,158.33
2001-05-31,394500.0,7.145,150.41,4.3,KY,153.47,153.23
2001-05-31,394500.0,7.145,150.41,4.3,LA,161.88,160.77
2001-05-31,394500.0,7.145,150.41,4.3,MA,168.73,166.97
2001-05-31,394500.0,7.145,150.41,4.3,MD,129.7,128.1
2001-05-31,394500.0,7.145,150.41,4.3,ME,139.64,139.4
2001-05-31,394500.0,7.145,150.41,4.3,MI,178.28,176.59
2001-05-31,394500.0,7.145,150.41,4.3,MN,182.3,180.77
2001-05-31,394500.0,7.145,150.41,4.3,MO,155.32,154.02
2001-05-31,394500.0,7.145,150.41,4.3,MS,144.53,144.79
2001-05-31,394500.0,7.145,150.41,4.3,MT,185.71,184.15
2001-05-31,394500.0,7.145,150.41,4.3,NC,148.63,147.91
2001-05-31,394500.0,7.145,150.41,4.3,ND,143.01,142.31
2001-05-31,394500.0,7.145,150.41,4.3,NE,165.11,164.11
2001-05-31,394500.0,7.145,150.41,4.3,NH,155.01,154.6
2001-05-31,394500.0,7.145,150.41,4.3,NJ,139.66,139.51
2001-05-31,394500.0,7.145,150.41,4.3,NM,150.55,149.51
2001-05-31,394500.0,7.145,150.41,4.3,NV,134.26,133.36
2001-05-31,394500.0,7.145,150.41,4.3,NY,134.96,134.19
2001-05-31,394500.0,7.145,150.41,4.3,OH,152.27,150.59
2001-05-31,394500.0,7.145,150.41,4.3,OK,148.0,146.45
2001-05-31,394500.0,7.145,150.41,4.3,OR,189.21,187.94
2001-05-31,394500.0,7.145,150.41,4.3,PA,126.23,125.09
2001-05-31,394500.0,7.145,150.41,4.3,RI,127.8,127.39
2001-05-31,394500.0,7.145,150.41,4.3,SC,148.29,147.6
2001-05-31,394500.0,7.145,150.41,4.3,SD,165.6,164.53
2001-05-31,394500.0,7.145,150.41,4.3,TN,149.01,148.23
2001-05-31,394500.0,7.145,150.41,4.3,TX,146.64,145.47
2001-05-31,394500.0,7.145,150.41,4.3,UT,196.73,195.1
2001-05-31,394500.0,7.145,150.41,4.3,VA,138.23,136.89
2001-05-31,394500.0,7.145,150.41,4.3,VT,134.02,133.65
2001-05-31,394500.0,7.145,150.41,4.3,WA,159.37,157.61
2001-05-31,394500.0,7.145,150.41,4.3,WI,172.2,170.86
2001-05-31,394500.0,7.145,150.41,4.3,WV,139.07,137.41
2001-05-31,394500.0,7.145,150.41,4.3,WY,172.79,170.73
2001-06-30,397200.0,7.159999999999999,151.69,4.5,AK,145.06,143.6
2001-06-30,397200.0,7.159999999999999,151.69,4.5,AL,145.93,145.06
2001-06-30,397200.0,7.159999999999999,151.69,4.5,AR,143.67,143.28
2001-06-30,397200.0,7.159999999999999,151.69,4.5,AZ,160.67,160.09
2001-06-30,397200.0,7.159999999999999,151.69,4.5,CA,132.39,131.21
2001-06-30,397200.0,7.159999999999999,151.69,4.5,CO,227.51,225.29
2001-06-30,397200.0,7.159999999999999,151.69,4.5,CT,124.18,123.13
2001-06-30,397200.0,7.159999999999999,151.69,4.5,DC,143.59,141.2
2001-06-30,397200.0,7.159999999999999,151.69,4.5,DE,125.73,125.66
2001-06-30,397200.0,7.159999999999999,151.69,4.5,FL,146.32,145.88
2001-06-30,397200.0,7.159999999999999,151.69,4.5,GA,155.48,154.88
2001-06-30,397200.0,7.159999999999999,151.69,4.5,HI,98.59,98.4
2001-06-30,397200.0,7.159999999999999,151.69,4.5,IA,162.03,160.56
2001-06-30,397200.0,7.159999999999999,151.69,4.5,ID,158.31,156.64
2001-06-30,397200.0,7.159999999999999,151.69,4.5,IL,151.47,150.34
2001-06-30,397200.0,7.159999999999999,151.69,4.5,IN,145.38,144.47
2001-06-30,397200.0,7.159999999999999,151.69,4.5,KS,159.49,158.33
2001-06-30,397200.0,7.159999999999999,151.69,4.5,KY,153.47,153.23
2001-06-30,397200.0,7.159999999999999,151.69,4.5,LA,161.88,160.77
2001-06-30,397200.0,7.159999999999999,151.69,4.5,MA,168.73,166.97
2001-06-30,397200.0,7.159999999999999,151.69,4.5,MD,129.7,128.1
2001-06-30,397200.0,7.159999999999999,151.69,4.5,ME,139.64,139.4
2001-06-30,397200.0,7.159999999999999,151.69,4.5,MI,178.28,176.59
2001-06-30,397200.0,7.159999999999999,151.69,4.5,MN,182.3,180.77
2001-06-30,397200.0,7.159999999999999,151.69,4.5,MO,155.32,154.02
2001-06-30,397200.0,7.159999999999999,151.69,4.5,MS,144.53,144.79
2001-06-30,397200.0,7.159999999999999,151.69,4.5,MT,185.71,184.15
2001-06-30,397200.0,7.159999999999999,151.69,4.5,NC,148.63,147.91
2001-06-30,397200.0,7.159999999999999,151.69,4.5,ND,143.01,142.31
2001-06-30,397200.0,7.159999999999999,151.69,4.5,NE,165.11,164.11
2001-06-30,397200.0,7.159999999999999,151.69,4.5,NH,155.01,154.6
2001-06-30,397200.0,7.159999999999999,151.69,4.5,NJ,139.66,139.51
2001-06-30,397200.0,7.159999999999999,151.69,4.5,NM,150.55,149.51
2001-06-30,397200.0,7.159999999999999,151.69,4.5,NV,134.26,133.36
2001-06-30,397200.0,7.159999999999999,151.69,4.5,NY,134.96,134.19
2001-06-30,397200.0,7.159999999999999,151.69,4.5,OH,152.27,150.59
2001-06-30,397200.0,7.159999999999999,151.69,4.5,OK,148.0,146.45
2001-06-30,397200.0,7.159999999999999,151.69,4.5,OR,189.21,187.94
2001-06-30,397200.0,7.159999999999999,151.69,4.5,PA,126.23,125.09
2001-06-30,397200.0,7.159999999999999,151.69,4.5,RI,127.8,127.39
2001-06-30,397200.0,7.159999999999999,151.69,4.5,SC,148.29,147.6
2001-06-30,397200.0,7.159999999999999,151.69,4.5,SD,165.6,164.53
2001-06-30,397200.0,7.159999999999999,151.69,4.5,TN,149.01,148.23
2001-06-30,397200.0,7.159999999999999,151.69,4.5,TX,146.64,145.47
2001-06-30,397200.0,7.159999999999999,151.69,4.5,UT,196.73,195.1
2001-06-30,397200.0,7.159999999999999,151.69,4.5,VA,138.23,136.89
2001-06-30,397200.0,7.159999999999999,151.69,4.5,VT,134.02,133.65
2001-06-30,397200.0,7.159999999999999,151.69,4.5,WA,159.37,157.61
2001-06-30,397200.0,7.159999999999999,151.69,4.5,WI,172.2,170.86
2001-06-30,397200.0,7.159999999999999,151.69,4.5,WV,139.07,137.41
2001-06-30,397200.0,7.159999999999999,151.69,4.5,WY,172.79,170.73
2001-07-31,398000.0,7.1275,152.51,4.6,AK,147.22,145.65
2001-07-31,398000.0,7.1275,152.51,4.6,AL,146.84,146.03
2001-07-31,398000.0,7.1275,152.51,4.6,AR,145.43,145.0
2001-07-31,398000.0,7.1275,152.51,4.6,AZ,162.49,162.17
2001-07-31,398000.0,7.1275,152.51,4.6,CA,135.25,133.95
2001-07-31,398000.0,7.1275,152.51,4.6,CO,229.2,226.99
2001-07-31,398000.0,7.1275,152.51,4.6,CT,128.37,126.63
2001-07-31,398000.0,7.1275,152.51,4.6,DC,152.24,148.62
2001-07-31,398000.0,7.1275,152.51,4.6,DE,128.26,127.14
2001-07-31,398000.0,7.1275,152.51,4.6,FL,150.51,149.98
2001-07-31,398000.0,7.1275,152.51,4.6,GA,157.4,156.5
2001-07-31,398000.0,7.1275,152.51,4.6,HI,99.77,99.51
2001-07-31,398000.0,7.1275,152.51,4.6,IA,163.24,161.65
2001-07-31,398000.0,7.1275,152.51,4.6,ID,159.09,157.0
2001-07-31,398000.0,7.1275,152.51,4.6,IL,154.21,152.62
2001-07-31,398000.0,7.1275,152.51,4.6,IN,146.0,144.84
2001-07-31,398000.0,7.1275,152.51,4.6,KS,160.88,159.82
2001-07-31,398000.0,7.1275,152.51,4.6,KY,154.45,154.47
2001-07-31,398000.0,7.1275,152.51,4.6,LA,164.07,162.74
2001-07-31,398000.0,7.1275,152.51,4.6,MA,175.12,172.01
2001-07-31,398000.0,7.1275,152.51,4.6,MD,133.52,131.48
2001-07-31,398000.0,7.1275,152.51,4.6,ME,145.15,144.98
2001-07-31,398000.0,7.1275,152.51,4.6,MI,180.91,178.83
2001-07-31,398000.0,7.1275,152.51,4.6,MN,187.55,185.28
2001-07-31,398000.0,7.1275,152.51,4.6,MO,157.1,155.75
2001-07-31,398000.0,7.1275,152.51,4.6,MS,145.91,145.98
2001-07-31,398000.0,7.1275,152.51,4.6,MT,186.72,184.4
2001-07-31,398000.0,7.1275,152.51,4.6,NC,149.58,148.64
2001-07-31,398000.0,7.1275,152.51,4.6,ND,143.24,142.01
2001-07-31,398000.0,7.1275,152.51,4.6,NE,167.04,165.35
2001-07-31,398000.0,7.1275,152.51,4.6,NH,161.35,160.24
2001-07-31,398000.0,7.1275,152.51,4.6,NJ,145.77,144.54
2001-07-31,398000.0,7.1275,152.51,4.6,NM,151.68,150.63
2001-07-31,398000.0,7.1275,152.51,4.6,NV,136.46,135.07
2001-07-31,398000.0,7.1275,152.51,4.6,NY,139.65,137.77
2001-07-31,398000.0,7.1275,152.51,4.6,OH,153.0,151.55
2001-07-31,398000.0,7.1275,152.51,4.6,OK,148.82,147.43
2001-07-31,398000.0,7.1275,152.51,4.6,OR,191.54,190.1
2001-07-31,398000.0,7.1275,152.51,4.6,PA,128.5,127.19
2001-07-31,398000.0,7.1275,152.51,4.6,RI,133.51,132.18
2001-07-31,398000.0,7.1275,152.51,4.6,SC,149.77,149.02
2001-07-31,398000.0,7.1275,152.51,4.6,SD,167.31,166.12
2001-07-31,398000.0,7.1275,152.51,4.6,TN,149.49,148.89
2001-07-31,398000.0,7.1275,152.51,4.6,TX,147.83,146.59
2001-07-31,398000.0,7.1275,152.51,4.6,UT,196.58,195.35
2001-07-31,398000.0,7.1275,152.51,4.6,VA,141.4,140.11
2001-07-31,398000.0,7.1275,152.51,4.6,VT,135.57,134.23
2001-07-31,398000.0,7.1275,152.51,4.6,WA,161.33,159.67
2001-07-31,398000.0,7.1275,152.51,4.6,WI,174.83,172.87
2001-07-31,398000.0,7.1275,152.51,4.6,WV,141.58,140.92
2001-07-31,398000.0,7.1275,152.51,4.6,WY,175.66,173.2
2001-08-31,398000.0,6.95,153.1,4.9,AK,147.22,145.65
2001-08-31,398000.0,6.95,153.1,4.9,AL,146.84,146.03
2001-08-31,398000.0,6.95,153.1,4.9,AR,145.43,145.0
2001-08-31,398000.0,6.95,153.1,4.9,AZ,162.49,162.17
2001-08-31,398000.0,6.95,153.1,4.9,CA,135.25,133.95
2001-08-31,398000.0,6.95,153.1,4.9,CO,229.2,226.99
2001-08-31,398000.0,6.95,153.1,4.9,CT,128.37,126.63
2001-08-31,398000.0,6.95,153.1,4.9,DC,152.24,148.62
2001-08-31,398000.0,6.95,153.1,4.9,DE,128.26,127.14
2001-08-31,398000.0,6.95,153.1,4.9,FL,150.51,149.98
2001-08-31,398000.0,6.95,153.1,4.9,GA,157.4,156.5
2001-08-31,398000.0,6.95,153.1,4.9,HI,99.77,99.51
2001-08-31,398000.0,6.95,153.1,4.9,IA,163.24,161.65
2001-08-31,398000.0,6.95,153.1,4.9,ID,159.09,157.0
2001-08-31,398000.0,6.95,153.1,4.9,IL,154.21,152.62
2001-08-31,398000.0,6.95,153.1,4.9,IN,146.0,144.84
2001-08-31,398000.0,6.95,153.1,4.9,KS,160.88,159.82
2001-08-31,398000.0,6.95,153.1,4.9,KY,154.45,154.47
2001-08-31,398000.0,6.95,153.1,4.9,LA,164.07,162.74
2001-08-31,398000.0,6.95,153.1,4.9,MA,175.12,172.01
2001-08-31,398000.0,6.95,153.1,4.9,MD,133.52,131.48
2001-08-31,398000.0,6.95,153.1,4.9,ME,145.15,144.98
2001-08-31,398000.0,6.95,153.1,4.9,MI,180.91,178.83
2001-08-31,398000.0,6.95,153.1,4.9,MN,187.55,185.28
2001-08-31,398000.0,6.95,153.1,4.9,MO,157.1,155.75
2001-08-31,398000.0,6.95,153.1,4.9,MS,145.91,145.98
2001-08-31,398000.0,6.95,153.1,4.9,MT,186.72,184.4
2001-08-31,398000.0,6.95,153.1,4.9,NC,149.58,148.64
2001-08-31,398000.0,6.95,153.1,4.9,ND,143.24,142.01
2001-08-31,398000.0,6.95,153.1,4.9,NE,167.04,165.35
2001-08-31,398000.0,6.95,153.1,4.9,NH,161.35,160.24
