,ICSA,mort30_m,HPI_NSA,UNRATE,state,state_hpi_nsa,state_hpi_sa
2004-11-30,328750.0,5.73,197.19,5.4,IA,184.89,184.27
2004-11-30,328750.0,5.73,197.19,5.4,ID,192.3,192.37
2004-11-30,328750.0,5.73,197.19,5.4,IL,189.07,188.76
2004-11-30,328750.0,5.73,197.19,5.4,IN,159.26,159.17
2004-11-30,328750.0,5.73,197.19,5.4,KS,180.77,181.1
2004-11-30,328750.0,5.73,197.19,5.4,KY,176.39,177.04
2004-11-30,328750.0,5.73,197.19,5.4,LA,192.9,192.57
2004-11-30,328750.0,5.73,197.19,5.4,MA,242.19,241.7
2004-11-30,328750.0,5.73,197.19,5.4,MD,213.43,212.92
2004-11-30,328750.0,5.73,197.19,5.4,ME,201.37,202.64
2004-11-30,328750.0,5.73,197.19,5.4,MI,198.91,198.54
2004-11-30,328750.0,5.73,197.19,5.4,MN,237.19,237.62
2004-11-30,328750.0,5.73,197.19,5.4,MO,185.42,185.38
2004-11-30,328750.0,5.73,197.19,5.4,MS,161.68,162.46
2004-11-30,328750.0,5.73,197.19,5.4,MT,243.59,243.25
2004-11-30,328750.0,5.73,197.19,5.4,NC,168.56,168.47
2004-11-30,328750.0,5.73,197.19,5.4,ND,175.98,175.59
2004-11-30,328750.0,5.73,197.19,5.4,NE,187.53,187.78
2004-11-30,328750.0,5.73,197.19,5.4,NH,222.39,223.69
2004-11-30,328750.0,5.73,197.19,5.4,NJ,222.27,223.03
2004-11-30,328750.0,5.73,197.19,5.4,NM,186.62,186.36
2004-11-30,328750.0,5.73,197.19,5.4,NV,230.47,229.88
2004-11-30,328750.0,5.73,197.19,5.4,NY,197.49,196.28
2004-11-30,328750.0,5.73,197.19,5.4,OH,169.64,169.34
2004-11-30,328750.0,5.73,197.19,5.4,OK,167.72,167.01
2004-11-30,328750.0,5.73,197.19,5.4,OR,247.69,247.64
2004-11-30,328750.0,5.73,197.19,5.4,PA,171.09,170.94
2004-11-30,328750.0,5.73,197.19,5.4,RI,220.04,219.16
2004-11-30,328750.0,5.73,197.19,5.4,SC,170.93,170.71
2004-11-30,328750.0,5.73,197.19,5.4,SD,193.01,193.8
2004-11-30,328750.0,5.73,197.19,5.4,TN,170.31,170.36
2004-11-30,328750.0,5.73,197.19,5.4,TX,161.63,161.39
2004-11-30,328750.0,5.73,197.19,5.4,UT,222.5,222.01
2004-11-30,328750.0,5.73,197.19,5.4,VA,202.18,202.3
2004-11-30,328750.0,5.73,197.19,5.4,VT,188.31,188.15
2004-11-30,328750.0,5.73,197.19,5.4,WA,206.57,206.19
2004-11-30,328750.0,5.73,197.19,5.4,WI,211.77,211.38
2004-11-30,328750.0,5.73,197.19,5.4,WV,169.23,169.63
2004-11-30,328750.0,5.73,197.19,5.4,WY,228.23,227.47
2004-12-31,325250.0,5.752,198.13,5.4,AK,187.93,188.45
2004-12-31,325250.0,5.752,198.13,5.4,AL,168.35,168.21
2004-12-31,325250.0,5.752,198.13,5.4,AR,172.57,172.43
2004-12-31,325250.0,5.752,198.13,5.4,AZ,226.87,227.77
2004-12-31,325250.0,5.752,198.13,5.4,CA,239.47,239.16
2004-12-31,325250.0,5.752,198.13,5.4,CO,252.63,252.2
2004-12-31,325250.0,5.752,198.13,5.4,CT,177.42,177.58
2004-12-31,325250.0,5.752,198.13,5.4,DC,267.25,265.3
2004-12-31,325250.0,5.752,198.13,5.4,DE,183.89,183.65
2004-12-31,325250.0,5.752,198.13,5.4,FL,237.53,237.37
2004-12-31,325250.0,5.752,198.13,5.4,GA,178.75,178.24
2004-12-31,325250.0,5.752,198.13,5.4,HI,169.1,170.15
2004-12-31,325250.0,5.752,198.13,5.4,IA,184.89,184.27
2004-12-31,325250.0,5.752,198.13,5.4,ID,192.3,192.37
2004-12-31,325250.0,5.752,198.13,5.4,IL,189.07,188.76
2004-12-31,325250.0,5.752,198.13,5.4,IN,159.26,159.17
2004-12-31,325250.0,5.752,198.13,5.4,KS,180.77,181.1
2004-12-31,325250.0,5.752,198.13,5.4,KY,176.39,177.04
2004-12-31,325250.0,5.752,198.13,5.4,LA,192.9,192.57
2004-12-31,325250.0,5.752,198.13,5.4,MA,242.19,241.7
2004-12-31,325250.0,5.752,198.13,5.4,MD,213.43,212.92
2004-12-31,325250.0,5.752,198.13,5.4,ME,201.37,202.64
2004-12-31,325250.0,5.752,198.13,5.4,MI,198.91,198.54
2004-12-31,325250.0,5.752,198.13,5.4,MN,237.19,237.62
2004-12-31,325250.0,5.752,198.13,5.4,MO,185.42,185.38
2004-12-31,325250.0,5.752,198.13,5.4,MS,161.68,162.46
2004-12-31,325250.0,5.752,198.13,5.4,MT,243.59,243.25
2004-12-31,325250.0,5.752,198.13,5.4,NC,168.56,168.47
2004-12-31,325250.0,5.752,198.13,5.4,ND,175.98,175.59
2004-12-31,325250.0,5.752,198.13,5.4,NE,187.53,187.78
2004-12-31,325250.0,5.752,198.13,5.4,NH,222.39,223.69
2004-12-31,325250.0,5.752,198.13,5.4,NJ,222.27,223.03
2004-12-31,325250.0,5.752,198.13,5.4,NM,186.62,186.36
2004-12-31,325250.0,5.752,198.13,5.4,NV,230.47,229.88
2004-12-31,325250.0,5.752,198.13,5.4,NY,197.49,196.28
2004-12-31,325250.0,5.752,198.13,5.4,OH,169.64,169.34
2004-12-31,325250.0,5.752,198.13,5.4,OK,167.72,167.01
2004-12-31,325250.0,5.752,198.13,5.4,OR,247.69,247.64
2004-12-31,325250.0,5.752,198.13,5.4,PA,171.09,170.94
2004-12-31,325250.0,5.752,198.13,5.4,RI,220.04,219.16
2004-12-31,325250.0,5.752,198.13,5.4,SC,170.93,170.71
2004-12-31,325250.0,5.752,198.13,5.4,SD,193.01,193.8
2004-12-31,325250.0,5.752,198.13,5.4,TN,170.31,170.36
2004-12-31,325250.0,5.752,198.13,5.4,TX,161.63,161.39
2004-12-31,325250.0,5.752,198.13,5.4,UT,222.5,222.01
2004-12-31,325250.0,5.752,198.13,5.4,VA,202.18,202.3
2004-12-31,325250.0,5.752,198.13,5.4,VT,188.31,188.15
2004-12-31,325250.0,5.752,198.13,5.4,WA,206.57,206.19
2004-12-31,325250.0,5.752,198.13,5.4,WI,211.77,211.38
2004-12-31,325250.0,5.752,198.13,5.4,WV,169.23,169.63
2004-12-31,325250.0,5.752,198.13,5.4,WY,228.23,227.47
2005-01-31,343400.0,5.71,198.78,5.3,AK,191.56,192.89
2005-01-31,343400.0,5.71,198.78,5.3,AL,170.97,171.2
2005-01-31,343400.0,5.71,198.78,5.3,AR,174.7,175.45
2005-01-31,343400.0,5.71,198.78,5.3,AZ,243.05,243.76
2005-01-31,343400.0,5.71,198.78,5.3,CA,251.04,251.69
2005-01-31,343400.0,5.71,198.78,5.3,CO,256.33,257.4
2005-01-31,343400.0,5.71,198.78,5.3,CT,180.3,182.12
2005-01-31,343400.0,5.71,198.78,5.3,DC,273.24,274.89
2005-01-31,343400.0,5.71,198.78,5.3,DE,188.63,188.71
2005-01-31,343400.0,5.71,198.78,5.3,FL,252.21,252.63
2005-01-31,343400.0,5.71,198.78,5.3,GA,180.07,180.66
2005-01-31,343400.0,5.71,198.78,5.3,HI,179.66,179.61
2005-01-31,343400.0,5.71,198.78,5.3,IA,183.99,184.31
2005-01-31,343400.0,5.71,198.78,5.3,ID,199.73,200.24
2005-01-31,343400.0,5.71,198.78,5.3,IL,191.11,192.2
2005-01-31,343400.0,5.71,198.78,5.3,IN,159.65,160.37
2005-01-31,343400.0,5.71,198.78,5.3,KS,182.14,182.98
2005-01-31,343400.0,5.71,198.78,5.3,KY,176.74,178.09
2005-01-31,343400.0,5.71,198.78,5.3,LA,195.87,195.47
2005-01-31,343400.0,5.71,198.78,5.3,MA,245.05,245.71
2005-01-31,343400.0,5.71,198.78,5.3,MD,222.64,223.06
2005-01-31,343400.0,5.71,198.78,5.3,ME,207.49,209.22
2005-01-31,343400.0,5.71,198.78,5.3,MI,198.59,199.52
2005-01-31,343400.0,5.71,198.78,5.3,MN,239.18,240.26
2005-01-31,343400.0,5.71,198.78,5.3,MO,186.65,187.05
2005-01-31,343400.0,5.71,198.78,5.3,MS,165.07,166.51
2005-01-31,343400.0,5.71,198.78,5.3,MT,249.77,250.15
2005-01-31,343400.0,5.71,198.78,5.3,NC,171.85,171.67
2005-01-31,343400.0,5.71,198.78,5.3,ND,178.18,179.29
2005-01-31,343400.0,5.71,198.78,5.3,NE,188.41,189.52
2005-01-31,343400.0,5.71,198.78,5.3,NH,225.85,228.37
2005-01-31,343400.0,5.71,198.78,5.3,NJ,227.84,230.43
2005-01-31,343400.0,5.71,198.78,5.3,NM,192.41,192.71
2005-01-31,343400.0,5.71,198.78,5.3,NV,239.65,239.83
2005-01-31,343400.0,5.71,198.78,5.3,NY,200.05,200.51
2005-01-31,343400.0,5.71,198.78,5.3,OH,169.68,170.55
2005-01-31,343400.0,5.71,198.78,5.3,OK,168.34,168.87
2005-01-31,343400.0,5.71,198.78,5.3,OR,254.51,256.12
2005-01-31,343400.0,5.71,198.78,5.3,PA,173.05,173.83
2005-01-31,343400.0,5.71,198.78,5.3,RI,228.12,230.52
2005-01-31,343400.0,5.71,198.78,5.3,SC,172.89,173.03
2005-01-31,343400.0,5.71,198.78,5.3,SD,195.57,196.5
2005-01-31,343400.0,5.71,198.78,5.3,TN,173.99,174.36
2005-01-31,343400.0,5.71,198.78,5.3,TX,163.3,163.42
2005-01-31,343400.0,5.71,198.78,5.3,UT,226.6,226.74
2005-01-31,343400.0,5.71,198.78,5.3,VA,209.28,209.63
2005-01-31,343400.0,5.71,198.78,5.3,VT,190.44,193.63
2005-01-31,343400.0,5.71,198.78,5.3,WA,212.81,212.58
2005-01-31,343400.0,5.71,198.78,5.3,WI,211.46,212.2
2005-01-31,343400.0,5.71,198.78,5.3,WV,168.64,169.08
2005-01-31,343400.0,5.71,198.78,5.3,WY,234.83,233.79
2005-02-28,311750.0,5.6275,200.54,5.4,AK,191.56,192.89
2005-02-28,311750.0,5.6275,200.54,5.4,AL,170.97,171.2
2005-02-28,311750.0,5.6275,200.54,5.4,AR,174.7,175.45
2005-02-28,311750.0,5.6275,200.54,5.4,AZ,243.05,243.76
2005-02-28,311750.0,5.6275,200.54,5.4,CA,251.04,251.69
2005-02-28,311750.0,5.6275,200.54,5.4,CO,256.33,257.4
2005-02-28,311750.0,5.6275,200.54,5.4,CT,180.3,182.12
2005-02-28,311750.0,5.6275,200.54,5.4,DC,273.24,274.89
2005-02-28,311750.0,5.6275,200.54,5.4,DE,188.63,188.71
2005-02-28,311750.0,5.6275,200.54,5.4,FL,252.21,252.63
2005-02-28,311750.0,5.6275,200.54,5.4,GA,180.07,180.66
2005-02-28,311750.0,5.6275,200.54,5.4,HI,179.66,179.61
2005-02-28,311750.0,5.6275,200.54,5.4,IA,183.99,184.31
2005-02-28,311750.0,5.6275,200.54,5.4,ID,199.73,200.24
2005-02-28,311750.0,5.6275,200.54,5.4,IL,191.11,192.2
2005-02-28,311750.0,5.6275,200.54,5.4,IN,159.65,160.37
2005-02-28,311750.0,5.6275,200.54,5.4,KS,182.14,182.98
2005-02-28,311750.0,5.6275,200.54,5.4,KY,176.74,178.09
2005-02-28,311750.0,5.6275,200.54,5.4,LA,195.87,195.47
2005-02-28,311750.0,5.6275,200.54,5.4,MA,245.05,245.71
2005-02-28,311750.0,5.6275,200.54,5.4,MD,222.64,223.06
2005-02-28,311750.0,5.6275,200.54,5.4,ME,207.49,209.22
2005-02-28,311750.0,5.6275,200.54,5.4,MI,198.59,199.52
2005-02-28,311750.0,5.6275,200.54,5.4,MN,239.18,240.26
2005-02-28,311750.0,5.6275,200.54,5.4,MO,186.65,187.05
2005-02-28,311750.0,5.6275,200.54,5.4,MS,165.07,166.51
2005-02-28,311750.0,5.6275,200.54,5.4,MT,249.77,250.15
2005-02-28,311750.0,5.6275,200.54,5.4,NC,171.85,171.67
2005-02-28,311750.0,5.6275,200.54,5.4,ND,178.18,179.29
2005-02-28,311750.0,5.6275,200.54,5.4,NE,188.41,189.52
2005-02-28,311750.0,5.6275,200.54,5.4,NH,225.85,228.37
2005-02-28,311750.0,5.6275,200.54,5.4,NJ,227.84,230.43
2005-02-28,311750.0,5.6275,200.54,5.4,NM,192.41,192.71
2005-02-28,311750.0,5.6275,200.54,5.4,NV,239.65,239.83
2005-02-28,311750.0,5.6275,200.54,5.4,NY,200.05,200.51
2005-02-28,311750.0,5.6275,200.54,5.4,OH,169.68,170.55
2005-02-28,311750.0,5.6275,200.54,5.4,OK,168.34,168.87
2005-02-28,311750.0,5.6275,200.54,5.4,OR,254.51,256.12
2005-02-28,311750.0,5.6275,200.54,5.4,PA,173.05,173.83
2005-02-28,311750.0,5.6275,200.54,5.4,RI,228.12,230.52
2005-02-28,311750.0,5.6275,200.54,5.4,SC,172.89,173.03
2005-02-28,311750.0,5.6275,200.54,5.4,SD,195.57,196.5
2005-02-28,311750.0,5.6275,200.54,5.4,TN,173.99,174.36
2005-02-28,311750.0,5.6275,200.54,5.4,TX,163.3,163.42
2005-02-28,311750.0,5.6275,200.54,5.4,UT,226.6,226.74
2005-02-28,311750.0,5.6275,200.54,5.4,VA,209.28,209.63
2005-02-28,311750.0,5.6275,200.54,5.4,VT,190.44,193.63
2005-02-28,311750.0,5.6275,200.54,5.4,WA,212.81,212.58
2005-02-28,311750.0,5.6275,200.54,5.4,WI,211.46,212.2
2005-02-28,311750.0,5.6275,200.54,5.4,WV,168.64,169.08
2005-02-28,311750.0,5.6275,200.54,5.4,WY,234.83,233.79
2005-03-31,332000.0,5.928,203.39,5.2,AK,191.56,192.89
2005-03-31,332000.0,5.928,203.39,5.2,AL,170.97,171.2
2005-03-31,332000.0,5.928,203.39,5.2,AR,174.7,175.45
2005-03-31,332000.0,5.928,203.39,5.2,AZ,243.05,243.76
2005-03-31,332000.0,5.928,203.39,5.2,CA,251.04,251.69
2005-03-31,332000.0,5.928,203.39,5.2,CO,256.33,257.4
2005-03-31,332000.0,5.928,203.39,5.2,CT,180.3,182.12
2005-03-31,332000.0,5.928,203.39,5.2,DC,273.24,274.89
2005-03-31,332000.0,5.928,203.39,5.2,DE,188.63,188.71
2005-03-31,332000.0,5.928,203.39,5.2,FL,252.21,252.63
2005-03-31,332000.0,5.928,203.39,5.2,GA,180.07,180.66
2005-03-31,332000.0,5.928,203.39,5.2,HI,179.66,179.61
2005-03-31,332000.0,5.928,203.39,5.2,IA,183.99,184.31
2005-03-31,332000.0,5.928,203.39,5.2,ID,199.73,200.24
2005-03-31,332000.0,5.928,203.39,5.2,IL,191.11,192.2
2005-03-31,332000.0,5.928,203.39,5.2,IN,159.65,160.37
2005-03-31,332000.0,5.928,203.39,5.2,KS,182.14,182.98
2005-03-31,332000.0,5.928,203.39,5.2,KY,176.74,178.09
2005-03-31,332000.0,5.928,203.39,5.2,LA,195.87,195.47
2005-03-31,332000.0,5.928,203.39,5.2,MA,245.05,245.71
2005-03-31,332000.0,5.928,203.39,5.2,MD,222.64,223.06
2005-03-31,332000.0,5.928,203.39,5.2,ME,207.49,209.22
2005-03-31,332000.0,5.928,203.39,5.2,MI,198.59,199.52
2005-03-31,332000.0,5.928,203.39,5.2,MN,239.18,240.26
2005-03-31,332000.0,5.928,203.39,5.2,MO,186.65,187.05
2005-03-31,332000.0,5.928,203.39,5.2,MS,165.07,166.51
2005-03-31,332000.0,5.928,203.39,5.2,MT,249.77,250.15
2005-03-31,332000.0,5.928,203.39,5.2,NC,171.85,171.67
2005-03-31,332000.0,5.928,203.39,5.2,ND,178.18,179.29
2005-03-31,332000.0,5.928,203.39,5.2,NE,188.41,189.52
2005-03-31,332000.0,5.928,203.39,5.2,NH,225.85,228.37
2005-03-31,332000.0,5.928,203.39,5.2,NJ,227.84,230.43
2005-03-31,332000.0,5.928,203.39,5.2,NM,192.41,192.71
2005-03-31,332000.0,5.928,203.39,5.2,NV,239.65,239.83
2005-03-31,332000.0,5.928,203.39,5.2,NY,200.05,200.51
2005-03-31,332000.0,5.928,203.39,5.2,OH,169.68,170.55
2005-03-31,332000.0,5.928,203.39,5.2,OK,168.34,168.87
2005-03-31,332000.0,5.928,203.39,5.2,OR,254.51,256.12
2005-03-31,332000.0,5.928,203.39,5.2,PA,173.05,173.83
2005-03-31,332000.0,5.928,203.39,5.2,RI,228.12,230.52
2005-03-31,332000.0,5.928,203.39,5.2,SC,172.89,173.03
2005-03-31,332000.0,5.928,203.39,5.2,SD,195.57,196.5
2005-03-31,332000.0,5.928,203.39,5.2,TN,173.99,174.36
2005-03-31,332000.0,5.928,203.39,5.2,TX,163.3,163.42
2005-03-31,332000.0,5.928,203.39,5.2,UT,226.6,226.74
2005-03-31,332000.0,5.928,203.39,5.2,VA,209.28,209.63
2005-03-31,332000.0,5.928,203.39,5.2,VT,190.44,193.63
2005-03-31,332000.0,5.928,203.39,5.2,WA,212.81,212.58
2005-03-31,332000.0,5.928,203.39,5.2,WI,211.46,212.2
2005-03-31,332000.0,5.928,203.39,5.2,WV,168.64,169.08
2005-03-31,332000.0,5.928,203.39,5.2,WY,234.83,233.79
2005-04-30,323200.0,5.855,205.99,5.2,AK,199.47,197.46
2005-04-30,323200.0,5.855,205.99,5.2,AL,175.13,173.94
2005-04-30,323200.0,5.855,205.99,5.2,AR,178.06,177.61
2005-04-30,323200.0,5.855,205.99,5.2,AZ,268.11,266.67
2005-04-30,323200.0,5.855,205.99,5.2,CA,266.83,264.46
2005-04-30,323200.0,5.855,205.99,5.2,CO,262.72,259.43
2005-04-30,323200.0,5.855,205.99,5.2,CT,188.28,186.23
2005-04-30,323200.0,5.855,205.99,5.2,DC,304.85,300.48
2005-04-30,323200.0,5.855,205.99,5.2,DE,196.62,196.57
2005-04-30,323200.0,5.855,205.99,5.2,FL,270.2,269.3
2005-04-30,323200.0,5.855,205.99,5.2,GA,184.56,183.34
2005-04-30,323200.0,5.855,205.99,5.2,HI,194.79,194.96
2005-04-30,323200.0,5.855,205.99,5.2,IA,190.32,188.49
2005-04-30,323200.0,5.855,205.99,5.2,ID,208.33,205.87
2005-04-30,323200.0,5.855,205.99,5.2,IL,197.37,195.52
2005-04-30,323200.0,5.855,205.99,5.2,IN,162.94,161.44
2005-04-30,323200.0,5.855,205.99,5.2,KS,187.21,185.32
2005-04-30,323200.0,5.855,205.99,5.2,KY,180.54,180.03
2005-04-30,323200.0,5.855,205.99,5.2,LA,200.46,199.29
2005-04-30,323200.0,5.855,205.99,5.2,MA,252.42,249.5
2005-04-30,323200.0,5.855,205.99,5.2,MD,238.91,235.51
2005-04-30,323200.0,5.855,205.99,5.2,ME,213.14,213.28
2005-04-30,323200.0,5.855,205.99,5.2,MI,202.08,199.68
2005-04-30,323200.0,5.855,205.99,5.2,MN,245.92,243.77
2005-04-30,323200.0,5.855,205.99,5.2,MO,192.25,190.55
2005-04-30,323200.0,5.855,205.99,5.2,MS,168.23,168.48
2005-04-30,323200.0,5.855,205.99,5.2,MT,262.46,259.24
2005-04-30,323200.0,5.855,205.99,5.2,NC,175.15,174.17
2005-04-30,323200.0,5.855,205.99,5.2,ND,183.97,182.53
2005-04-30,323200.0,5.855,205.99,5.2,NE,190.47,188.99
2005-04-30,323200.0,5.855,205.99,5.2,NH,232.88,231.7
2005-04-30,323200.0,5.855,205.99,5.2,NJ,238.8,238.0
2005-04-30,323200.0,5.855,205.99,5.2,NM,200.41,199.2
2005-04-30,323200.0,5.855,205.99,5.2,NV,255.72,253.52
2005-04-30,323200.0,5.855,205.99,5.2,NY,204.2,202.88
2005-04-30,323200.0,5.855,205.99,5.2,OH,174.23,171.88
2005-04-30,323200.0,5.855,205.99,5.2,OK,173.43,171.09
2005-04-30,323200.0,5.855,205.99,5.2,OR,268.82,266.94
2005-04-30,323200.0,5.855,205.99,5.2,PA,180.31,178.81
2005-04-30,323200.0,5.855,205.99,5.2,RI,232.75,231.6
2005-04-30,323200.0,5.855,205.99,5.2,SC,177.18,176.34
2005-04-30,323200.0,5.855,205.99,5.2,SD,201.76,200.55
2005-04-30,323200.0,5.855,205.99,5.2,TN,177.9,176.57
2005-04-30,323200.0,5.855,205.99,5.2,TX,167.41,165.89
2005-04-30,323200.0,5.855,205.99,5.2,UT,234.65,233.04
2005-04-30,323200.0,5.855,205.99,5.2,VA,219.92,217.54
2005-04-30,323200.0,5.855,205.99,5.2,VT,199.2,197.87
2005-04-30,323200.0,5.855,205.99,5.2,WA,225.16,222.44
2005-04-30,323200.0,5.855,205.99,5.2,WI,218.59,216.66
2005-04-30,323200.0,5.855,205.99,5.2,WV,175.94,174.6
2005-04-30,323200.0,5.855,205.99,5.2,WY,242.35,240.44
2005-05-31,327000.0,5.72,208.77,5.1,AK,199.47,197.46
2005-05-31,327000.0,5.72,208.77,5.1,AL,175.13,173.94
2005-05-31,327000.0,5.72,208.77,5.1,AR,178.06,177.61
2005-05-31,327000.0,5.72,208.77,5.1,AZ,268.11,266.67
2005-05-31,327000.0,5.72,208.77,5.1,CA,266.83,264.46
2005-05-31,327000.0,5.72,208.77,5.1,CO,262.72,259.43
2005-05-31,327000.0,5.72,208.77,5.1,CT,188.28,186.23
2005-05-31,327000.0,5.72,208.77,5.1,DC,304.85,300.48
2005-05-31,327000.0,5.72,208.77,5.1,DE,196.62,196.57
2005-05-31,327000.0,5.72,208.77,5.1,FL,270.2,269.3
2005-05-31,327000.0,5.72,208.77,5.1,GA,184.56,183.34
2005-05-31,327000.0,5.72,208.77,5.1,HI,194.79,194.96
2005-05-31,327000.0,5.72,208.77,5.1,IA,190.32,188.49
2005-05-31,327000.0,5.72,208.77,5.1,ID,208.33,205.87
2005-05-31,327000.0,5.72,208.77,5.1,IL,197.37,195.52
2005-05-31,327000.0,5.72,208.77,5.1,IN,162.94,161.44
2005-05-31,327000.0,5.72,208.77,5.1,KS,187.21,185.32
2005-05-31,327000.0,5.72,208.77,5.1,KY,180.54,180.03
2005-05-31,327000.0,5.72,208.77,5.1,LA,200.46,199.29
2005-05-31,327000.0,5.72,208.77,5.1,MA,252.42,249.5
2005-05-31,327000.0,5.72,208.77,5.1,MD,238.91,235.51
2005-05-31,327000.0,5.72,208.77,5.1,ME,213.14,213.28
2005-05-31,327000.0,5.72,208.77,5.1,MI,202.08,199.68
2005-05-31,327000.0,5.72,208.77,5.1,MN,245.92,243.77
2005-05-31,327000.0,5.72,208.77,5.1,MO,192.25,190.55
2005-05-31,327000.0,5.72,208.77,5.1,MS,168.23,168.48
2005-05-31,327000.0,5.72,208.77,5.1,MT,262.46,259.24
2005-05-31,327000.0,5.72,208.77,5.1,NC,175.15,174.17
2005-05-31,327000.0,5.72,208.77,5.1,ND,183.97,182.53
2005-05-31,327000.0,5.72,208.77,5.1,NE,190.47,188.99
2005-05-31,327000.0,5.72,208.77,5.1,NH,232.88,231.7
2005-05-31,327000.0,5.72,208.77,5.1,NJ,238.8,238.0
2005-05-31,327000.0,5.72,208.77,5.1,NM,200.41,199.2
2005-05-31,327000.0,5.72,208.77,5.1,NV,255.72,253.52
2005-05-31,327000.0,5.72,208.77,5.1,NY,204.2,202.88
2005-05-31,327000.0,5.72,208.77,5.1,OH,174.23,171.88
2005-05-31,327000.0,5.72,208.77,5.1,OK,173.43,171.09
2005-05-31,327000.0,5.72,208.77,5.1,OR,268.82,266.94
2005-05-31,327000.0,5.72,208.77,5.1,PA,180.31,178.81
2005-05-31,327000.0,5.72,208.77,5.1,RI,232.75,231.6
2005-05-31,327000.0,5.72,208.77,5.1,SC,177.18,176.34
2005-05-31,327000.0,5.72,208.77,5.1,SD,201.76,200.55
2005-05-31,327000.0,5.72,208.77,5.1,TN,177.9,176.57
2005-05-31,327000.0,5.72,208.77,5.1,TX,167.41,165.89
2005-05-31,327000.0,5.72,208.77,5.1,UT,234.65,233.04
2005-05-31,327000.0,5.72,208.77,5.1,VA,219.92,217.54
2005-05-31,327000.0,5.72,208.77,5.1,VT,199.2,197.87
2005-05-31,327000.0,5.72,208.77,5.1,WA,225.16,222.44
2005-05-31,327000.0,5.72,208.77,5.1,WI,218.59,216.66
2005-05-31,327000.0,5.72,208.77,5.1,WV,175.94,174.6
2005-05-31,327000.0,5.72,208.77,5.1,WY,242.35,240.44
2005-06-30,325750.0,5.582,211.28,5.0,AK,199.47,197.46
2005-06-30,325750.0,5.582,211.28,5.0,AL,175.13,173.94
2005-06-30,325750.0,5.582,211.28,5.0,AR,178.06,177.61
2005-06-30,325750.0,5.582,211.28,5.0,AZ,268.11,266.67
2005-06-30,325750.0,5.582,211.28,5.0,CA,266.83,264.46
2005-06-30,325750.0,5.582,211.28,5.0,CO,262.72,259.43
2005-06-30,325750.0,5.582,211.28,5.0,CT,188.28,186.23
2005-06-30,325750.0,5.582,211.28,5.0,DC,304.85,300.48
2005-06-30,325750.0,5.582,211.28,5.0,DE,196.62,196.57
2005-06-30,325750.0,5.582,211.28,5.0,FL,270.2,269.3
2005-06-30,325750.0,5.582,211.28,5.0,GA,184.56,183.34
2005-06-30,325750.0,5.582,211.28,5.0,HI,194.79,194.96
2005-06-30,325750.0,5.582,211.28,5.0,IA,190.32,188.49
2005-06-30,325750.0,5.582,211.28,5.0,ID,208.33,205.87
2005-06-30,325750.0,5.582,211.28,5.0,IL,197.37,195.52
2005-06-30,325750.0,5.582,211.28,5.0,IN,162.94,161.44
2005-06-30,325750.0,5.582,211.28,5.0,KS,187.21,185.32
2005-06-30,325750.0,5.582,211.28,5.0,KY,180.54,180.03
2005-06-30,325750.0,5.582,211.28,5.0,LA,200.46,199.29
2005-06-30,325750.0,5.582,211.28,5.0,MA,252.42,249.5
2005-06-30,325750.0,5.582,211.28,5.0,MD,238.91,235.51
2005-06-30,325750.0,5.582,211.28,5.0,ME,213.14,213.28
2005-06-30,325750.0,5.582,211.28,5.0,MI,202.08,199.68
2005-06-30,325750.0,5.582,211.28,5.0,MN,245.92,243.77
2005-06-30,325750.0,5.582,211.28,5.0,MO,192.25,190.55
2005-06-30,325750.0,5.582,211.28,5.0,MS,168.23,168.48
2005-06-30,325750.0,5.582,211.28,5.0,MT,262.46,259.24
2005-06-30,325750.0,5.582,211.28,5.0,NC,175.15,174.17
2005-06-30,325750.0,5.582,211.28,5.0,ND,183.97,182.53
2005-06-30,325750.0,5.582,211.28,5.0,NE,190.47,188.99
2005-06-30,325750.0,5.582,211.28,5.0,NH,232.88,231.7
2005-06-30,325750.0,5.582,211.28,5.0,NJ,238.8,238.0
2005-06-30,325750.0,5.582,211.28,5.0,NM,200.41,199.2
2005-06-30,325750.0,5.582,211.28,5.0,NV,255.72,253.52
2005-06-30,325750.0,5.582,211.28,5.0,NY,204.2,202.88
2005-06-30,325750.0,5.582,211.28,5.0,OH,174.23,171.88
2005-06-30,325750.0,5.582,211.28,5.0,OK,173.43,171.09
2005-06-30,325750.0,5.582,211.28,5.0,OR,268.82,266.94
2005-06-30,325750.0,5.582,211.28,5.0,PA,180.31,178.81
2005-06-30,325750.0,5.582,211.28,5.0,RI,232.75,231.6
2005-06-30,325750.0,5.582,211.28,5.0,SC,177.18,176.34
2005-06-30,325750.0,5.582,211.28,5.0,SD,201.76,200.55
2005-06-30,325750.0,5.582,211.28,5.0,TN,177.9,176.57
2005-06-30,325750.0,5.582,211.28,5.0,TX,167.41,165.89
2005-06-30,325750.0,5.582,211.28,5.0,UT,234.65,233.04
2005-06-30,325750.0,5.582,211.28,5.0,VA,219.92,217.54
2005-06-30,325750.0,5.582,211.28,5.0,VT,199.2,197.87
2005-06-30,325750.0,5.582,211.28,5.0,WA,225.16,222.44
2005-06-30,325750.0,5.582,211.28,5.0,WI,218.59,216.66
2005-06-30,325750.0,5.582,211.28,5.0,WV,175.94,174.6
2005-06-30,325750.0,5.582,211.28,5.0,WY,242.35,240.44
